学号,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
032002787,男,20,1.267957244453935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002979,男,21,1.305500179119852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002303,男,21,1.391358124402376,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
032002649,女,22,1.3958721256617457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002185,男,22,1.422059970465296,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
032002239,男,20,1.5191796993861648,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
032002306,男,23,1.5270243198758011,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002709,男,20,1.5620692576089956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002154,女,22,1.585265965045935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002466,女,23,1.6289233215611587,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
032002316,女,22,1.6594844894482297,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
032002259,女,22,1.661727912197707,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
032002766,女,23,1.7020734987406938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002932,女,20,1.805052583076554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002808,女,21,1.8159484824844239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002246,女,21,1.8547480222032957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
032002582,男,20,1.8629867068916535,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002936,男,22,1.8645714586152518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002205,女,23,1.905346552432384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002423,男,23,1.9298684096099925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002268,女,20,1.9329936878956628,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002970,女,22,1.9637957471276435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002285,女,22,2.0359241945718054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002877,女,20,2.0594682831061837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
032002300,男,20,2.088269650053386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
