学号,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
032002308,女,21,0.8488178092111207,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
032002796,男,22,1.0300084018583329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002209,女,20,1.1060659045772077,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
032002897,男,23,1.372211577144354,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
032002985,女,22,1.544440948413648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002467,男,21,1.5528081208623776,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
032002585,女,22,1.6354367428958403,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
032002977,女,20,1.746404832833877,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
032002110,男,20,1.754833302705697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002311,男,20,1.7652791425497059,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
032002562,男,23,1.8756959031965934,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
032002444,男,20,1.9036299648468253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002312,女,23,1.9155660597099224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002424,女,20,1.9334878748522997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002764,男,22,1.9853763387389205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002430,女,21,2.00585777639522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002611,男,20,2.0334847912117695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002693,男,20,2.074876365450347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002791,女,20,2.096288974419142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
