学号,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
032002393,女,20,0.8126698558234109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002753,女,22,1.0765143714505636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002838,男,20,1.3063674416534667,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
032002952,男,23,1.4426285656260118,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
032002854,男,22,1.5032849906097803,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
032002311,女,21,1.5506965016696144,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
032002744,女,23,1.5531271635174837,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
032002966,男,21,1.617326044885161,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
032002447,男,23,1.7410026538432317,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
032002453,女,23,1.7522448914301023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002894,女,23,1.8142811874673916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002414,女,22,1.9616933574818416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
032002885,女,22,1.9651331756177404,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002247,男,23,1.9847300983370044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002559,女,20,2.0223147493442233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002110,女,21,2.0926179929788638,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002552,男,20,2.102003134515173,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002628,女,21,2.1089846945703776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002398,女,23,2.14221263862593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002713,女,23,2.1436156227980523,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002694,女,23,2.1933605193011956,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
032002379,女,22,2.2018489135804087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002468,男,22,2.2806835415297413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002761,女,21,2.3199571333316387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002189,男,23,2.3462408416584304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002404,女,20,2.3654293343044435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002898,女,20,2.380841614577195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002701,男,21,2.4670903635333046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
