学号,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
032002551,男,23,1.1199575769655017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002463,女,20,1.3144438127428757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002726,男,21,1.4056429347051245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002441,女,20,1.5807178065781535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002615,女,21,1.586253720101619,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
032002532,女,22,1.615950511689178,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
032002170,男,21,1.7621312761069825,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
032002986,男,22,1.7633477385745593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002257,女,20,1.765992558747219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
032002702,男,20,1.777637008288814,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
032002869,女,23,1.845315135473459,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
032002490,女,20,1.955754879546479,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
032002346,男,23,1.9751696679952517,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
032002434,男,23,1.9866768446869343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002111,女,22,2.0270416949957326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002818,女,21,2.0333620914408757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002729,女,22,2.043187430288266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002242,男,20,2.1373563472548636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002665,女,21,2.155423588619564,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002481,女,20,2.168283369237502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002877,女,22,2.168300124496456,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
032002849,男,21,2.175961613402377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002610,女,23,2.2547330670953922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002423,女,23,2.2657764451429774,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
032002605,男,23,2.290302118134148,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
032002643,男,20,2.3120953833808016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002771,男,20,2.335548874616065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002853,女,21,2.3503223865260074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002978,女,21,2.3780793265620317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
032002768,男,21,2.3935592482280366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002614,男,22,2.415225904939924,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
032002613,男,23,2.427085716439134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002672,男,21,2.430852922207485,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002531,女,22,2.435380991788433,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
032002288,女,23,2.4446867675353947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002152,女,23,2.4469031991981134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002145,女,22,2.4533983663635675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002704,女,21,2.467372728558987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002425,男,23,2.5005216689272753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002491,男,22,2.5166251665229646,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002147,女,23,2.525450046841519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002717,男,22,2.5838223537532237,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
032002114,女,22,2.589761857915642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002420,男,20,2.606325664807826,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
032002601,男,23,2.6148684594039677,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
032002854,男,21,2.631950266472117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002850,男,21,2.649858120957635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002749,男,20,2.659518495307401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002823,男,22,2.669172853979979,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002681,男,23,2.6730324975293662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
032002435,男,23,2.679056664812127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
032002183,女,20,2.6812982502491596,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
032002262,男,22,2.687854707082231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002662,女,23,2.7071981260277385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002449,女,20,2.7278739990850056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002465,女,21,2.7632548751912376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002217,男,23,2.7638337376661593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
032002276,男,21,2.7802514094249755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002663,女,22,2.78717643512235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002994,男,21,2.803520357896082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002446,女,21,2.8258827172820244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002759,男,20,2.8310198897307277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002770,男,20,2.8656103288768073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002761,男,22,2.951254768345179,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002824,女,22,2.96226628001873,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
032002606,男,20,3.001959636527618,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002153,女,22,3.036379044870437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
032002950,男,22,3.0454529394332335,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002524,男,20,3.0585487745067015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002300,男,22,3.1077385371809703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
032002510,男,22,3.1283240119557294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002388,男,23,3.164855128992355,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
032002221,女,21,3.2585157758857948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002724,男,23,3.2717055333080713,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
032002286,女,23,3.3145879322743292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002719,男,20,3.319614478559572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002661,女,20,3.350585957549279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002305,女,20,3.4822567607083954,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002430,女,21,3.4857529382159917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002321,女,22,3.490081252971055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
032002548,女,21,3.514540249207697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002739,女,23,3.543735048406432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002616,女,23,3.5741207422449857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002634,女,22,3.616255265009028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002697,女,21,3.628563549648077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002934,女,22,3.6330061676175527,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
032002871,女,21,3.855790564062924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002889,女,20,3.8982520250613626,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
032002848,男,20,3.947333110477257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002310,男,22,3.9875619360206045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
