学号,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
032002749,女,20,1.0610721383740593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
032002451,男,23,1.3124135733762976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002530,女,22,1.3578553910574178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
032002156,男,23,1.4022446767493177,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
032002784,男,21,1.5318639290720528,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
032002416,女,23,1.5701993994648848,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002523,男,20,1.5705943894138468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002285,男,20,1.585490304104624,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
032002114,女,21,1.6413565448840866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
032002146,男,20,1.8432922813699442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002950,男,23,1.8823498486296253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002353,女,20,1.9754098947376324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002336,男,20,1.997439508488555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002970,男,21,2.0574920114855924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002811,女,21,2.093835137592449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002876,男,20,2.130596559436025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002433,女,21,2.158115045255617,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002338,男,21,2.1849868769751053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002415,女,23,2.1955970161423974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002904,女,21,2.212515168009838,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
032002682,男,22,2.219137655851303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002924,女,22,2.221293408058096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
032002102,男,20,2.225840085702848,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002562,男,20,2.2641537901591415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002632,女,21,2.2833963271245903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002348,男,21,2.286226173795447,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
032002186,男,21,2.3412851522971607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002645,男,23,2.3453311409591637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
032002622,男,22,2.3739751660701365,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002365,男,22,2.3950459572466682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002840,女,23,2.409019603288063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002775,女,21,2.4371086291763477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002515,男,20,2.4504538352509884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002542,男,22,2.499578405172209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002983,女,23,2.500540737641852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002980,男,22,2.524723729922249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002857,男,21,2.5249382483250296,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
032002279,女,20,2.553476181408835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002835,女,20,2.561674478763623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002193,男,22,2.5729904702649518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002252,男,20,2.586220131631448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002293,女,22,2.5994807196300096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002539,女,21,2.6095548318084796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002313,女,20,2.625058493366189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002134,男,23,2.633520718515544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002874,女,21,2.635220788110984,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002536,男,20,2.641319827354353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002642,男,22,2.6419887151180514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002426,女,22,2.66046191692389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002756,女,23,2.6634935478858575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002914,男,21,2.6928599844000156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
032002553,女,22,2.7326449394861454,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002445,男,22,2.7808834364656327,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002441,男,20,2.812602423958565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002417,男,23,2.814058660551202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002676,男,23,2.8341324363493414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002465,男,22,2.838553661171178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002805,女,23,2.8540510299890065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002319,男,21,2.8829354365355027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002496,男,23,2.9205768436670976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002514,男,22,2.9386076428379013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
032002837,女,22,2.9436277035633505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
032002920,男,22,2.978314308484721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002307,男,20,2.986964160590499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002446,女,22,2.9955300335610673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032002292,女,21,3.000994667255316,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
